locationid,readingdate,dtwbelowcasing,wellname,current_stickup_height,measureby,conductivity,,,
16,02/28/2012 12:57,108.3,PW06C,0.75,Hugh Hurlow,,,,
69,02/28/2012 13:22,42.7,Twin Springs MX,0.21,Hugh Hurlow,,,,
59,02/28/2012 13:32,3.98,SG24B,1.78,Hugh Hurlow,,,,
60,02/28/2012 13:33,1.84,SG24C,1.91,Hugh Hurlow,,,,
58,02/28/2012 13:35,5.51,SG24A,3.02,Hugh Hurlow,,,,
68,02/28/2012 13:58,7.48,SG27,2.06,Hugh Hurlow,,,,
65,02/28/2012 14:31,3.89,SG26A,2.22,Hugh Hurlow,,,,
66,02/28/2012 14:32,1.55,SG26B,2.74,Hugh Hurlow,,,,
67,02/28/2012 14:33,1.2,SG26C,3.56,Hugh Hurlow,,,,
62,02/28/2012 15:25,4.51,SG25B,2.22,Hugh Hurlow,,,,
63,02/28/2012 15:27,1.98,SG25C,2.16,Hugh Hurlow,,,,
61,02/28/2012 15:28,4.69,SG25A,2.1,Hugh Hurlow,,,,
64,02/28/2012 15:45,8.74,SG25D,2.32,Hugh Hurlow,,,,
70,02/28/2012 16:49,20.81,Snake Valley North MX,2.13,Hugh Hurlow,,,,
51,02/29/2012 09:10,293.05,PW20,0.93,Hugh Hurlow,,,,
46,02/29/2012 09:57,149.77,Coyote Knolls MX,3.52,Hugh Hurlow,,,,
44,02/29/2012 10:09,83.73,PW17B,2.01,Hugh Hurlow,,,,
45,02/29/2012 10:14,83.87,PW17C,2.01,Hugh Hurlow,,,,
43,02/29/2012 10:19,84.36,PW17A,1.79,Hugh Hurlow,,,,
75,02/29/2012 11:19,54.16,Central Tule MX,3.11,Hugh Hurlow,,,,
26,02/29/2012 11:54,542.54,PW10A,1.89,Hugh Hurlow,,,,
27,02/29/2012 12:00,522.08,PW10B,2.07,Hugh Hurlow,,,,
32,02/29/2012 13:13,1428.5,PW12,2.31,Hugh Hurlow,,,,
6,02/29/2012 14:55,198.25,PW03A,2.2,Hugh Hurlow,,,,
7,02/29/2012 14:55,191.81,PW03B,1.85,Hugh Hurlow,,,,
8,02/29/2012 15:08,169.07,PW03Z,1.74,Hugh Hurlow,,,,
136,03/01/2012 09:16,54.21,Callao Agricultural Well,0.69,Hugh Hurlow,,,,
52,03/01/2012 10:03,7.57,SG21A,2.43,Hugh Hurlow,,,,
53,03/01/2012 10:04,7.77,SG21B,2.36,Hugh Hurlow,,,,
54,03/01/2012 10:06,4.81,SG21C,2.51,Hugh Hurlow,,,,
55,03/01/2012 10:25,5.17,SG22A,2.83,Hugh Hurlow,,,,
56,03/01/2012 10:40,-2.49,SG22B,3.26,Hugh Hurlow,,,,
48,03/01/2012 11:47,197.6,PW19A,2.17,Hugh Hurlow,,,,
50,03/01/2012 11:52,197.81,PW19C,2.46,Hugh Hurlow,,,,
49,03/01/2012 12:01,194.8,PW19B,1.69,Hugh Hurlow,,,,
1051,03/27/2012 15:26,1.05,1051,0.94,Richard Emerson,,,,
1050,03/27/2012 15:36,0.86,1050,0.98,Richard Emerson,,,,
1048,03/27/2012 16:25,0.56,1048,0.86,Richard Emerson,,,,
1049,03/27/2012 16:30,0.63,1049,1.25,Richard Emerson,,,,
1027,03/28/2012 08:27,2.49,1027,0.81,Richard Emerson,,,,
1028,03/28/2012 08:35,0.92,1028,0.58,Richard Emerson,,,,
1029,03/28/2012 08:42,1.08,1029,0.71,Richard Emerson,,,,
1030,03/28/2012 08:53,1.06,1030,1.2,Richard Emerson,,,,
1031,03/28/2012 09:02,0.6,1031,1.06,Richard Emerson,,,,
1032,03/28/2012 09:16,1.06,1032,-0.13,Richard Emerson,,,,
1033,03/28/2012 09:25,0.27,1033,1.32,Richard Emerson,,,,
1034,03/28/2012 09:32,0.13,1034,1.21,Richard Emerson,,,,
1035,03/28/2012 09:42,0.14,1035,0.58,Richard Emerson,,,,
1036,03/28/2012 09:56,1.36,1036,0.89,Richard Emerson,,,,
1060,03/28/2012 11:01,0.17,1060,0.97,Richard Emerson,,,,
1059,03/28/2012 11:06,1.12,1059,1.18,Richard Emerson,,,,
1058,03/28/2012 11:13,0.15,1058,1.17,Richard Emerson,,,,
1057,03/28/2012 11:58,1.38,1057,1.02,Richard Emerson,,,,
1056,03/28/2012 12:03,1.1,1056,0.88,Richard Emerson,,,,
1055,03/28/2012 12:14,0.74,1055,1.09,Richard Emerson,,,,
1054,03/28/2012 12:26,0.53,1054,0.52,Richard Emerson,,,,
1053,03/28/2012 12:34,0.48,1053,0.85,Richard Emerson,,,,
1052,03/28/2012 12:43,0.42,1052,0.81,Richard Emerson,,,,
1047,03/28/2012 12:52,0.79,1047,1.02,Richard Emerson,,,,
1046,03/28/2012 13:06,0.91,1046,1.1,Richard Emerson,,,,
1039,03/28/2012 13:10,2.39,1039,0.14,Richard Emerson,,,,
1045,03/28/2012 13:16,0.72,1045,0.81,Richard Emerson,,,,
1044,03/28/2012 13:22,0.41,1044,0.32,Richard Emerson,,,,
1043,03/28/2012 13:32,1.27,1043,1.17,Richard Emerson,,,,
1042,03/28/2012 13:43,1.1,1042,1.17,Richard Emerson,,,,
1024,03/28/2012 14:04,1.63,1024,1,Richard Emerson,,,,
1025,03/28/2012 14:11,2.85,1025,0.86,Richard Emerson,,,,
1026,03/28/2012 14:16,0.68,1026,1,Richard Emerson,,,,
1041,03/28/2012 14:38,1.58,1041,0.75,Richard Emerson,,,,
1040,03/28/2012 14:44,3.15,1040,0.55,Richard Emerson,,,,
1023,03/28/2012 14:54,1.15,1023,1.17,Richard Emerson,,,,
1022,03/28/2012 14:59,1.12,1022,0.96,Richard Emerson,,,,
1021,03/28/2012 15:05,3.04,1021,1.06,Richard Emerson,,,,
1037,03/28/2012 15:14,1.01,1037,1.17,Richard Emerson,,,,
1038,03/28/2012 15:17,2.22,1038,2.33,Richard Emerson,,,,
1004,03/29/2012 09:49,1.18,1004,1.1,Richard Emerson,,,,
1002,03/29/2012 09:56,1.91,1002,0.89,Richard Emerson,,,,
1001,03/29/2012 10:01,1.15,1001,1.32,Richard Emerson,,,,
1003,03/29/2012 10:07,0.91,1003,1.07,Richard Emerson,,,,
1010,03/29/2012 10:17,2.24,1010,1.05,Richard Emerson,,,,
1008,03/29/2012 10:24,1.15,1008,1.05,Richard Emerson,,,,
1009,03/29/2012 10:29,0.84,1009,0.94,Richard Emerson,,,,
1005,03/29/2012 10:39,1.78,1005,0.88,Richard Emerson,,,,
1006,03/29/2012 10:44,0.91,1006,1.11,Richard Emerson,,,,
1007,03/29/2012 10:49,1.17,1007,1.11,Richard Emerson,,,,
1012,03/29/2012 11:34,1.02,1012,1.07,Richard Emerson,,,,
1013,03/29/2012 11:51,2.95,1013,0.82,Richard Emerson,,,,
1015,03/29/2012 12:01,2.15,1015,0.78,Richard Emerson,,,,
1016,03/29/2012 12:08,1.11,1016,2.17,Richard Emerson,,,,
1017,03/29/2012 12:18,0.74,1017,1.03,Richard Emerson,,,,
1018,03/29/2012 12:24,0.78,1018,0.71,Richard Emerson,,,,
1019,03/29/2012 12:32,0.65,1019,1.03,Richard Emerson,,,,
1020,03/29/2012 12:36,1.92,1020,0.68,Richard Emerson,,,,
21,06/04/2012 12:29,40.7,PW07MX,3.39,Paul Inkenbrandt,,,,
20,06/04/2012 12:32,48.21,PW07B,1.85,Paul Inkenbrandt,,,,
19,06/04/2012 12:34,46.29,PW07A,1.6,Paul Inkenbrandt,,,,
23,06/04/2012 13:15,99.76,PW08B,1.81,Paul Inkenbrandt,,,,
22,06/04/2012 13:17,100.1,PW08A,1.28,Paul Inkenbrandt,,,,
30,06/04/2012 13:31,210.25,PW11D,2.06,Paul Inkenbrandt,,,,
31,06/04/2012 13:33,210.15,PW11E,2.03,Paul Inkenbrandt,,,,
28,06/04/2012 13:44,215.34,PW11B,1.26,Paul Inkenbrandt,,,,
29,06/04/2012 13:46,214.86,PW11C,1.04,Paul Inkenbrandt,,,,
72,06/04/2012 14:03,8.28,Needle Point BLM,1.9,Paul Inkenbrandt,,,,
57,06/04/2012 14:06,9.2,SG23B,2.43,Paul Inkenbrandt,,,,
40,06/04/2012 14:16,21.83,AG16A,1.98,Paul Inkenbrandt,,,,
71,06/04/2012 14:29,71.42,Snake Valley South MX,2.15,Paul Inkenbrandt,,,,
4,06/04/2012 14:40,31.71,PW02A,1.43,Paul Inkenbrandt,,,,
5,06/04/2012 14:42,30.77,PW02B,1.41,Paul Inkenbrandt,,,,
42,06/04/2012 15:02,16.5,AG16C,1.69,Paul Inkenbrandt,,,,
41,06/04/2012 15:06,20.77,AG16B,1.09,Paul Inkenbrandt,,,,
1,06/04/2012 15:42,96.8,PW01A,2.58,Paul Inkenbrandt,,,,
2,06/04/2012 15:44,97.26,PW01B,2.28,Paul Inkenbrandt,,,,
3,06/04/2012 15:49,125.09,PW01C,2.18,Paul Inkenbrandt,,,,
35,06/04/2012 15:56,67.8,AG13C,1.95,Paul Inkenbrandt,,,,
34,06/04/2012 15:58,66.44,AG13B,1.47,Paul Inkenbrandt,,,,
33,06/04/2012 16:01,61.58,AG13A,1.34,Paul Inkenbrandt,,,,
12,06/04/2012 16:20,39.05,PW05B,1.63,Paul Inkenbrandt,,,,
13,06/04/2012 16:22,37.83,PW05C,1.39,Paul Inkenbrandt,,,,
11,06/04/2012 16:23,55.32,PW05A,1.86,Paul Inkenbrandt,,,,
9,06/05/2012 08:23,593.14,PW04A,2.02,Paul Inkenbrandt,,,,
10,06/05/2012 08:30,592.87,PW04B,1.71,Paul Inkenbrandt,,,,
39,06/05/2012 09:00,83,AG15,1.56,Paul Inkenbrandt,,,,
74,06/05/2012 09:38,44.42,Baker Creek,0.79,Paul Inkenbrandt,,,,
37,06/05/2012 09:51,26.88,AG14B,0.84,Paul Inkenbrandt,,,,
38,06/05/2012 09:52,20.92,AG14C,0.46,Paul Inkenbrandt,,,,
36,06/05/2012 09:54,28.31,AG14A,1.57,Paul Inkenbrandt,,,,
73,06/05/2012 10:09,79.07,Eskdale MX,4.19,Paul Inkenbrandt,,,,
24,06/05/2012 10:18,176.76,PW09A,1.09,Paul Inkenbrandt,,,,
25,06/05/2012 10:22,177.13,PW09B,1,Paul Inkenbrandt,,,,
17,06/05/2012 10:41,109.22,PW06D,1.71,Paul Inkenbrandt,,,,
14,06/05/2012 10:46,108.86,PW06A,1.12,Paul Inkenbrandt,,,,
15,06/05/2012 10:48,108.58,PW06B,1.04,Paul Inkenbrandt,,,,
16,06/05/2012 10:49,108.32,PW06C,0.75,Paul Inkenbrandt,,,,
18,06/05/2012 10:56,82.92,PW06MX,0.39,Paul Inkenbrandt,,,,
69,06/05/2012 11:36,42.82,Twin Springs MX,0.21,Paul Inkenbrandt,,,,
58,06/05/2012 11:43,6.11,SG24A,3.02,Paul Inkenbrandt,,,,
59,06/05/2012 11:44,4.03,SG24B,1.78,Paul Inkenbrandt,,,,
60,06/05/2012 11:45,1.88,SG24C,1.91,Paul Inkenbrandt,,,,
68,06/05/2012 12:04,7.01,SG27,2.06,Paul Inkenbrandt,,,,
70,06/05/2012 12:51,21.13,Snake Valley North MX,2.13,Paul Inkenbrandt,,,,
1051,06/05/2012 16:40,2.16,1051,0,Richard Emerson,,,,
1050,06/05/2012 17:30,3.08,1050,-0.05,Richard Emerson,,,,
1048,06/05/2012 19:18,1.65,1048,0.04,Richard Emerson,,,,
1049,06/05/2012 19:24,1.62,1049,0.01,Richard Emerson,,,,
65,06/06/2012 08:05,4.79,SG26A,2.22,Paul Inkenbrandt,,,,
67,06/06/2012 08:07,1.66,SG26C,3.56,Paul Inkenbrandt,,,,
66,06/06/2012 08:08,2.01,SG26B,2.74,Paul Inkenbrandt,,,,
1027,06/06/2012 08:40,3.56,1027,0.86,Richard Emerson,,,,
1028,06/06/2012 08:45,1.82,1028,0.78,Richard Emerson,,,,
1029,06/06/2012 08:52,1.51,1029,0.84,Richard Emerson,,,,
1030,06/06/2012 09:02,1.1,1030,1.13,Richard Emerson,,,,
63,06/06/2012 09:06,2.19,SG25C,2.16,Paul Inkenbrandt,,,,
61,06/06/2012 09:08,5.03,SG25A,2.1,Paul Inkenbrandt,,,,
62,06/06/2012 09:09,4.81,SG25B,2.22,Paul Inkenbrandt,,,,
64,06/06/2012 09:18,9.12,SG25D,2.32,Paul Inkenbrandt,,,,
1036,06/06/2012 09:30,1.49,1036,0.96,Richard Emerson,,,,
1035,06/06/2012 09:44,0.42,1035,0.63,Richard Emerson,,,,
1033,06/06/2012 09:52,0.6,1033,1.55,Richard Emerson,,,,
1034,06/06/2012 10:00,0.47,1034,1.21,Richard Emerson,,,,
1032,06/06/2012 10:15,1.49,1032,0.44,Richard Emerson,,,,
1031,06/06/2012 10:21,0.89,1031,1.13,Richard Emerson,,,,
51,06/06/2012 10:38,293.09,PW20,0.93,Paul Inkenbrandt,,,,
1060,06/06/2012 11:20,0.88,1060,1.13,Hugh Hurlow,,,,
46,06/06/2012 11:22,149.76,Coyote Knolls MX,3.52,Paul Inkenbrandt,,,,
1059,06/06/2012 11:26,1.79,1059,1.17,Hugh Hurlow,,,,
1058,06/06/2012 11:32,0.85,1058,1.09,Hugh Hurlow,,,,
43,06/06/2012 11:36,84.35,PW17A,1.79,Paul Inkenbrandt,,,,
44,06/06/2012 11:39,83.79,PW17B,2.01,Paul Inkenbrandt,,,,
45,06/06/2012 11:40,84.04,PW17C,2.01,Paul Inkenbrandt,,,,
75,06/06/2012 12:30,54.24,Central Tule MX,3.11,Paul Inkenbrandt,,,,
27,06/06/2012 13:00,521.73,PW10B,2.07,Paul Inkenbrandt,,,,
1056,06/06/2012 13:00,2.01,1056,0.88,,,,,
26,06/06/2012 13:06,542.49,PW10A,1.89,Paul Inkenbrandt,,,,
1057,06/06/2012 13:24,1.54,1057,1.15,,,,,
1026,06/06/2012 13:30,2.01,1026,0.9,,,,,
1055,06/06/2012 13:41,0.78,1055,1.01,,,,,
1054,06/06/2012 13:54,1.03,1054,0.61,,,,,
1053,06/06/2012 14:04,0.63,1053,0.92,,,,,
1052,06/06/2012 14:13,0.6,1052,0.98,,,,,
32,06/06/2012 14:20,1428.75,PW12,2.31,Paul Inkenbrandt,,,,
1047,06/06/2012 14:21,1.09,1047,0.96,,,,,
1046,06/06/2012 14:39,0.98,1046,1.05,,,,,
1039,06/06/2012 14:43,3,1039,0.13,,,,,
1045,06/06/2012 14:50,0.8,1045,0.8,,,,,
1044,06/06/2012 15:05,1.21,1044,0.38,,,,,
1043,06/06/2012 15:12,1.33,1043,1.05,,,,,
1042,06/06/2012 15:21,1.88,1042,1.21,,,,,
1040,06/06/2012 15:34,4.13,1040,0.55,,,,,
6,06/06/2012 15:39,196.43,PW03A,2.2,Paul Inkenbrandt,,,,
7,06/06/2012 15:42,189.74,PW03B,1.85,Paul Inkenbrandt,,,,
1041,06/06/2012 15:42,2.63,1041,0.73,,,,,
8,06/06/2012 15:52,166.98,PW03Z,1.74,Paul Inkenbrandt,,,,
1024,06/06/2012 15:52,2.25,1024,1,,,,,
1025,06/06/2012 16:01,3.49,1025,0.84,,,,,
1026,06/06/2012 16:10,0.87,1026,1,,,,,
1023,06/06/2012 16:40,1.85,1023,1.25,,,,,
1022,06/06/2012 16:45,2.25,1022,1.03,,,,,
1021,06/06/2012 16:49,4.27,1021,0.9,,,,,
1037,06/06/2012 17:04,2.27,1037,1.03,,,,,
1038,06/06/2012 17:08,2.59,1038,1.61,,,,,
1004,06/07/2012 08:19,2.03,1004,1.11,,,,,
1002,06/07/2012 08:32,2.19,1002,0.82,,,,,
1001,06/07/2012 08:36,1.36,1001,1.32,,,,,
1003,06/07/2012 08:42,0.97,1003,1.3,,,,,
136,06/07/2012 08:47,58.33,Callao Agricultural Well,0.69,Paul Inkenbrandt,,,,
1005,06/07/2012 09:01,2.82,1005,0.92,,,,,
1006,06/07/2012 09:10,1.36,1006,1.13,,,,,
1007,06/07/2012 09:16,1.26,1007,1.75,,,,,
54,06/07/2012 09:30,4.79,SG21C,2.51,Paul Inkenbrandt,,,,
53,06/07/2012 09:32,7.68,SG21B,2.36,Paul Inkenbrandt,,,,
52,06/07/2012 09:33,7.75,SG21A,2.43,Paul Inkenbrandt,,,,
1009,06/07/2012 09:40,1.5,1009,0.98,,,,,
1008,06/07/2012 09:44,1.36,1008,1.25,,,,,
55,06/07/2012 09:48,5.16,SG22A,2.83,Paul Inkenbrandt,,,,
1010,06/07/2012 09:50,2.98,1010,1.15,,,,,
56,06/07/2012 10:06,-3.99,SG22B,3.26,Paul Inkenbrandt,,,,
50,06/07/2012 10:59,197.89,PW19C,2.46,Paul Inkenbrandt,,,,
48,06/07/2012 11:01,197.57,PW19A,2.17,Paul Inkenbrandt,,,,
1012,06/07/2012 11:01,0.91,1012,1.21,,,,,
1011,06/07/2012 11:06,0.81,1011,0.92,,,,,
49,06/07/2012 11:08,194.85,PW19B,1.69,Paul Inkenbrandt,,,,
1014,06/07/2012 11:10,1.81,1014,1.3,,,,,
1013,06/07/2012 11:26,3.52,1013,0.86,,,,,
1015,06/07/2012 11:41,2.43,1015,0.8,,,,,
1016,06/07/2012 11:50,1.27,1016,2.11,,,,,
1017,06/07/2012 12:05,0.97,1017,1.09,,,,,
1018,06/07/2012 12:10,1,1018,0.78,,,,,
1020,06/07/2012 12:17,2.11,1020,0.68,,,,,
1019,06/07/2012 12:23,0.83,1019,1.11,,,,,
27,06/07/2012 13:50,522.21,PW10B,2.07,,,,,
35,08/14/2012 10:05,76.66,AG13C,1.95,,,,,
35,08/14/2012 11:05,76.66,AG13C,1.95,,,,,
35,08/14/2012 12:05,76.67,AG13C,1.95,,,,,
35,08/14/2012 14:05,76.68,AG13C,1.95,,,,,
35,08/14/2012 15:05,76.69,AG13C,1.95,,,,,
32,09/10/2012 13:14,1428.59,PW12,2.31,Paul Inkenbrandt,,,,
21,09/10/2012 14:19,40.89,PW07MX,3.39,Paul Inkenbrandt,,,,
20,09/10/2012 14:21,48.13,PW07B,1.85,Paul Inkenbrandt,,,,
19,09/10/2012 14:23,46.29,PW07A,1.6,Paul Inkenbrandt,,,,
23,09/10/2012 15:05,99.62,PW08B,1.81,Paul Inkenbrandt,,,,
22,09/10/2012 15:08,99.97,PW08A,1.28,Paul Inkenbrandt,,,,
31,09/10/2012 15:25,210.12,PW11E,2.03,Paul Inkenbrandt,,,,
30,09/10/2012 15:28,210.21,PW11D,2.06,Paul Inkenbrandt,,,,
29,09/10/2012 15:34,214.84,PW11C,1.04,Paul Inkenbrandt,,,,
28,09/10/2012 15:36,215.3,PW11B,1.26,Paul Inkenbrandt,,,,
57,09/10/2012 15:52,10.42,SG23B,2.43,Paul Inkenbrandt,,,,
72,09/10/2012 15:54,9.49,Needle Point BLM,1.9,Paul Inkenbrandt,,,,
71,09/10/2012 16:18,71.78,Snake Valley South MX,2.15,Paul Inkenbrandt,,,,
5,09/10/2012 16:30,31.03,PW02B,1.41,Paul Inkenbrandt,,,,
4,09/10/2012 16:32,32.17,PW02A,1.43,Paul Inkenbrandt,,,,
9,09/11/2012 08:33,593.2,PW04A,2.02,Paul Inkenbrandt,,,,
10,09/11/2012 08:39,592.92,PW04B,1.71,Paul Inkenbrandt,,,,
39,09/11/2012 09:26,84.82,AG15,1.56,Paul Inkenbrandt,,,,
42,09/11/2012 09:42,16.57,AG16C,1.69,Paul Inkenbrandt,,,,
41,09/11/2012 09:44,31.38,AG16B,1.09,Paul Inkenbrandt,,,,
40,09/11/2012 09:50,25.4,AG16A,1.98,Paul Inkenbrandt,,,,
1,09/11/2012 10:15,99.82,PW01A,2.58,Paul Inkenbrandt,,,,
2,09/11/2012 10:16,100.81,PW01B,2.28,Paul Inkenbrandt,,,,
3,09/11/2012 10:18,124.79,PW01C,2.18,Paul Inkenbrandt,,,,
33,09/11/2012 10:30,69.22,AG13A,1.34,Paul Inkenbrandt,,,,
35,09/11/2012 10:35,79.62,AG13C,1.95,Paul Inkenbrandt,,,,
34,09/11/2012 10:37,78.11,AG13B,1.47,Paul Inkenbrandt,,,,
36,09/11/2012 11:14,29.48,AG14A,1.57,Paul Inkenbrandt,,,,
37,09/11/2012 11:16,28.09,AG14B,0.84,Paul Inkenbrandt,,,,
38,09/11/2012 11:18,22.04,AG14C,0.46,Paul Inkenbrandt,,,,
73,09/11/2012 11:33,79.72,Eskdale MX,4.19,Paul Inkenbrandt,,,,
24,09/11/2012 11:41,177.32,PW09A,1.09,Paul Inkenbrandt,,,,
25,09/11/2012 11:43,177.68,PW09B,1,Paul Inkenbrandt,,,,
17,09/11/2012 12:04,109.37,PW06D,1.71,Paul Inkenbrandt,,,,
14,09/11/2012 12:10,108.97,PW06A,1.12,Paul Inkenbrandt,,,,
15,09/11/2012 12:12,108.74,PW06B,1.04,Paul Inkenbrandt,,,,
16,09/11/2012 12:14,108.48,PW06C,0.75,Paul Inkenbrandt,,,,
18,09/11/2012 12:24,82.96,PW06MX,0.39,Paul Inkenbrandt,,,,
69,09/11/2012 13:02,42.87,Twin Springs MX,0.21,Paul Inkenbrandt,,,,
58,09/11/2012 13:11,6.27,SG24A,3.02,Paul Inkenbrandt,,,,
59,09/11/2012 13:12,4.6,SG24B,1.78,Paul Inkenbrandt,,,,
60,09/11/2012 13:13,2.36,SG24C,1.91,Paul Inkenbrandt,,,,
68,09/11/2012 13:37,9.72,SG27,2.06,Paul Inkenbrandt,,,,
70,09/11/2012 14:22,21.63,Snake Valley North MX,2.13,Paul Inkenbrandt,,,,
74,09/11/2012 14:55,44.69,Baker Creek,0.79,Paul Inkenbrandt,,,,
11,09/11/2012 15:20,55.43,PW05A,1.86,Paul Inkenbrandt,,,,
12,09/11/2012 15:21,39.34,PW05B,1.63,Paul Inkenbrandt,,,,
13,09/11/2012 15:22,37.92,PW05C,1.39,Paul Inkenbrandt,,,,
66,09/12/2012 08:45,2.63,SG26B,2.74,Paul Inkenbrandt,,,,
65,09/12/2012 08:47,5.49,SG26A,2.22,Paul Inkenbrandt,,,,
67,09/12/2012 08:49,2.4,SG26C,3.56,Paul Inkenbrandt,,,,
61,09/12/2012 09:51,4.87,SG25A,2.1,Paul Inkenbrandt,,,,
62,09/12/2012 09:53,4.96,SG25B,2.22,Paul Inkenbrandt,,,,
63,09/12/2012 09:53,2.39,SG25C,2.16,Paul Inkenbrandt,,,,
64,09/12/2012 10:10,9.32,SG25D,2.32,Paul Inkenbrandt,,,,
47,09/12/2012 11:07,756.79,PW18,0.97,Paul Inkenbrandt,,,,
51,09/12/2012 13:10,293.1,PW20,0.93,Paul Inkenbrandt,,,,
46,09/12/2012 13:48,149.78,Coyote Knolls MX,3.52,Paul Inkenbrandt,,,,
45,09/12/2012 14:00,84.11,PW17C,2.01,Paul Inkenbrandt,,,,
44,09/12/2012 14:02,83.79,PW17B,2.01,Paul Inkenbrandt,,,,
43,09/12/2012 14:04,84.39,PW17A,1.79,Paul Inkenbrandt,,,,
75,09/12/2012 14:50,54.28,Central Tule MX,3.11,Paul Inkenbrandt,,,,
26,09/12/2012 15:12,542.35,PW10A,1.89,Paul Inkenbrandt,,,,
27,09/12/2012 15:22,521.65,PW10B,2.07,Paul Inkenbrandt,,,,
6,09/13/2012 07:50,197.4,PW03A,2.2,Paul Inkenbrandt,,,,
7,09/13/2012 07:52,190.82,PW03B,1.85,Paul Inkenbrandt,,,,
8,09/13/2012 08:23,168.03,PW03Z,1.74,Paul Inkenbrandt,,,,
136,09/13/2012 10:07,62.02,Callao Agricultural Well,0.69,Paul Inkenbrandt,,,,
53,09/13/2012 10:50,7.43,SG21B,2.36,Paul Inkenbrandt,,,,
52,09/13/2012 10:52,7.51,SG21A,2.43,Paul Inkenbrandt,,,,
54,09/13/2012 10:54,4.71,SG21C,2.51,Paul Inkenbrandt,,,,
55,09/13/2012 11:14,4.89,SG22A,2.83,Paul Inkenbrandt,,,,
56,09/13/2012 11:17,-4.17,SG22B,3.26,Paul Inkenbrandt,,,,
50,09/13/2012 12:15,197.97,PW19C,2.46,Paul Inkenbrandt,,,,
48,09/13/2012 12:27,197.63,PW19A,2.17,Paul Inkenbrandt,,,,
49,09/13/2012 12:27,194.96,PW19B,1.69,Paul Inkenbrandt,,,,
1017,11/14/2012 17:00,0.83,1017,1.03,,,,,
1020,11/14/2012 17:13,1.91,1020,0.68,,,,,
1019,11/14/2012 17:17,0.67,1019,1.03,,,,,
1018,11/14/2012 17:30,0.82,1018,0.71,,,,,
1015,11/14/2012 17:50,2.15,1015,0.78,,,,,
1016,11/14/2012 17:55,1.02,1016,2.17,,,,,
1011,11/14/2012 18:00,0.78,1011,0.79,,,,,
1012,11/14/2012 18:00,0.88,1012,1.07,,,,,
1014,11/14/2012 18:00,1.53,1014,1.2,,,,,
1067,11/14/2012 18:00,0.34,,0.23,,,,,
1013,11/14/2012 18:05,2.91,1013,0.82,,,,,
1060,11/15/2012 08:20,0.38,1060,0.97,,,,,
1021,11/15/2012 09:00,3.01,1021,1.06,,,,,
1022,11/15/2012 09:00,1.05,1022,0.96,,,,,
1023,11/15/2012 09:00,1.17,1023,1.17,,,,,
1024,11/15/2012 09:00,1.72,1024,1,,,,,
1025,11/15/2012 09:00,3,1025,0.86,,,,,
1026,11/15/2012 09:00,0.65,1026,1,,,,,
1037,11/15/2012 09:00,1.06,1037,1.17,,,,,
1038,11/15/2012 09:00,2.24,1038,2.34,,,,,
1039,11/15/2012 09:00,2.43,1039,0.14,,,,,
1040,11/15/2012 09:00,3.16,1040,0.56,,,,,
1041,11/15/2012 09:00,1.71,1041,0.76,,,,,
1042,11/15/2012 09:00,0.85,1042,1.17,,,,,
1043,11/15/2012 09:00,1.21,1043,1.17,,,,,
1044,11/15/2012 09:00,0.42,1044,0.33,,,,,
1045,11/15/2012 09:00,0.65,1045,0.82,,,,,
1046,11/15/2012 09:00,0.86,1046,1.11,,,,,
1047,11/15/2012 09:00,0.77,1047,1.03,,,,,
1052,11/15/2012 09:00,0.45,1052,0.82,,,,,
1053,11/15/2012 09:00,0.56,1053,0.86,,,,,
1054,11/15/2012 09:00,0.45,1054,0.53,,,,,
1055,11/15/2012 09:00,0.8,1055,1.1,,,,,
1056,11/15/2012 09:00,1.45,1056,0.88,,,,,
1057,11/15/2012 09:00,1.35,1057,1.03,,,,,
1058,11/15/2012 09:00,0,1058,1.17,,,,,
1059,11/15/2012 09:00,1.24,1059,1.18,,,,,
1069,11/15/2012 11:00,-0.7,1069,0.46,,,,,
1027,11/15/2012 12:40,2.66,1027,0.82,,,,,
1028,11/15/2012 12:40,0.92,1028,0.59,,,,,
1029,11/15/2012 12:40,1.11,1029,0.71,,,,,
1030,11/15/2012 12:40,1.12,1030,1.2,,,,,
1031,11/15/2012 12:40,0.77,1031,1.07,,,,,
1032,11/15/2012 12:40,1.39,1032,0.44,,,,,
1033,11/15/2012 12:40,0.58,1033,1.33,,,,,
1034,11/15/2012 12:40,0.42,1034,1.21,,,,,
1035,11/15/2012 12:40,0.42,1035,0.59,,,,,
1036,11/15/2012 12:40,1.32,1036,0.89,,,,,
1001,11/15/2012 15:30,1.4,1001,1.32,,,,,
1002,11/15/2012 15:30,2.39,1002,0.89,,,,,
1003,11/15/2012 15:30,0.89,1003,1.07,,,,,
1004,11/15/2012 15:30,2.33,1004,1.1,,,,,
1010,11/15/2012 15:30,2.27,1010,1.05,,,,,
1005,11/15/2012 16:00,1.99,1005,0.88,,,,,
1006,11/15/2012 16:00,0.97,1006,1.11,,,,,
1007,11/15/2012 16:00,1.15,1007,1.11,,,,,
1008,11/15/2012 16:00,1.21,1008,1.05,,,,,
1009,11/15/2012 16:00,1.2,1009,0.94,,,,,
1050,11/16/2012 10:00,0.74,1050,0.98,,,,,
1051,11/16/2012 10:00,0.9,1051,0.94,,,,,
1048,11/16/2012 11:00,0.41,1048,0.86,,,,,
