"objectid","locationid","locationname","locationtype","locationdesc","huc8","huc12","altlocationcontext","altlocationid","latitude","longitude","horizontalaccmeasurevalue","horizontalaccmeasureunit","horizontalcollectionmethod","horizontalcoordrefsystem","verticalmeasure","verticalunit","verticalcollectionmethod","verticalcoordrefsystem","state","county","welltype","aquifername","wellformationtype","welldepthmeasureunit","attachmentfilename","wlnetworkname","wlbaseline","wlwelltype","wlwellcharacteristics","qwnetworkname","qwbaseline","qwwelltype","qwwellcharacteristics","link","nationalaquifer","welldepth","geology","priority","usgs_id","win","send","aquifertype","display","siteid","wrnum","linkgeophysicallog","imagepath","notes","linklithologiclog","linkdevelopmentlog","loggertype","baroefficiency","baroefficiencystart","locationdatatable","barologgertype","installdate","enddate","locstatus","personnel","inwqx","shape","stickup"
157,"374005113081801","School Farm Well","Well","Well SW of Pivot in Cattle Fence; SUU-71","16030006","160300060405",NULL,NULL,"37.66789300","-113.13822400",10,"ft","GPS-Unspecified","NAD83","5513.51000000","ft","Digital Elevation Model","NAVD88","UT","021","Irrigation","100VLFL","Unconsolidated Sediment","ft","Water Rights Link","","No","","","UGS-NGWMN","No","Trend","Background","http://www.waterrights.utah.gov/cblapps/wrprint.exe?wrnum=73-439","N100BSNRGB","590.00000000",NULL,"UGS sample","",29263,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C000000010000008392CDDE94038D9299D89F0842323930",NULL
415,"394809111520101","C366 JUAB VALLEY USWR","River/Stream",NULL,"16020201","160202010107","Juab Valley USWR",NULL,"39.80262007","-111.86689239",10,"ft","GPS-Unspecified","NAD83","4890.84000000","ft","Digital Elevation Model","NAVD88","UT","023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Juab Valley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008EEAACA19D0396F6999AB1084E6F0000",NULL
158,"374235113391701","Beryl Junction","Well","Beryl Junction","16030006","160300061102",NULL,NULL,"37.70967400","-113.65487400",10,"ft","GPS-Unspecified","NAD83","5183.10000000","ft","Digital Elevation Model","NAVD88","UT","021","Irrigation","100VLFL","Unconsolidated Sediment","ft","Water Rights Link","","No","","","UGS-NGWMN","No","Trend","Background","http://www.waterrights.utah.gov/cblapps/wrprint.exe?wrnum=71-1749","N100BSNRGB","370.00000000",NULL,"UGS Sample","",NULL,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C000000010000008ED49CAD91038783C48FA008F038452F",NULL
159,"370858113220301","Pecan Orchard Well","Well","100 ft East of House and south of Orchard","15010008","150100080907",NULL,NULL,"37.14954100","-113.36750400",10,"ft","GPS-Unspecified","NAD83","2913.46000000","ft","Digital Elevation Model","NAVD88","UT","053","Irrigation","220NVJO","Sandstone Bedrock","ft","Utah Water Rights",NULL,"No","","","UGS-NGWMN","No","Trend","Background","http://www.waterrights.utah.gov/cblapps/wrprint.exe?wrnum=81-1509","300COPLTS","200.00000000",NULL,"UGS Sample","",9418,"1","Unconfined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000AFAEF98F9303A4C2A4B89B0838454434",NULL
160,"413507113472401","Keg Spring","Spring","","16020308","160203080401","WRI - Grouse Creek",NULL,"41.58516700","-113.78968600",10,"ft","GPS-Unspecified","WGS84","6037.67000000","ft","Digital Elevation Model","NAVD88","UT","003",NULL,"121SLLK","",NULL,"","",NULL,"","","WRI - Grouse Creek","No","Trend","Background","","N100BSNRGB",NULL,"Bedrock","UGS sample","",NULL,"1","Unconfined","0",-1,"13-793",NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C00000001000000A99FB4BB910398BDD299C00808000000",NULL
161,"414729113080001","Irrigation well Kelton 20","Well",NULL,"16020309","160203090602",NULL,NULL,"41.78914900","-113.13275200",10,"ft","GPS-Unspecified","NAD83","4324.66000000","ft","Digital Elevation Model","NAVD88","UT","003","Irrigation","100VLFL","Unconsolidated Sediment","ft","","","No","","","UGS-NGWMN","No","Trend","Background","","N100BSNRGB","350.00000000",NULL,"UGS sample","",13988,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000B0A483CB9503B0ACDEE2C10844323939",NULL
162,"413332113545101","Irrigation well Grouse Creek","Well",NULL,"16020308","160203080109","WRI - Grouse Creek",NULL,"41.55898900","-113.91427000",10,"ft","GPS-Unspecified","NAD83","4947.77000000","ft","Digital Elevation Model","NAVD88","UT","003","Irrigation","100VLFL","","ft","","","No","","","UGS-NGWMN","No","Trend","Background","","N100BSNRGB","140.00000000",NULL,"UGS sample","",428826,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000009F8EB6D7900390B59981C00832383030",NULL
163,"413810113562001","Domestic well Grouse Creek","Well",NULL,"16020308","160203080109","WRI - Grouse Creek",NULL,"41.63607800","-113.93892400",10,"ft","GPS-Unspecified","NAD83","5142.61000000","ft","Digital Elevation Model","NAVD88","UT","003","Domestic","100VLFL","Unconsolidated Sediment","ft","","","No","","","UGS-NGWMN","No","Trend","Background","","N100BSNRGB","150.00000000",NULL,"UGS sample","",20651,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000A6A7CCC6900381CABFD3C00832383030",NULL
164,"394617110175201","(D-12-14)13caa  Prickly Pear","Spring","Ut3946168110752101","14060005","140600050404",NULL,NULL,"39.77127300","-110.29788500",10,"ft","GPS-Unspecified","NAD83","7523.54000000","ft","Digital Elevation Model","NAVD88","UT","007",NULL,"124GRRV","",NULL,"","","No","","","UGS-NGWMN","Yes","Trend","Background","","300COPLTS",NULL,NULL,"UGS sample","",NULL,"1","Unconfined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C000000010000009CE7C6A2A703AA97EBF7B00830300000",NULL
165,"395036109074301","(D-11-25)21cca (G16H)","Well","Ut39503621090743301","14050007","140500070609",NULL,NULL,"39.84341000","-109.12867800",10,"ft","GPS-Unspecified","NAD83","5542.14000000","ft","Digital Elevation Model","NAVD88","UT","047","Monitoring","124GRRV","Fractured Bedrock","ft","","","Yes","Trend","Background","UGS-NGWMN","Yes","Trend","Background","","300COPLTS","77.00000000",NULL,"UGS sample","",NULL,"1","Confined","0",-1,"49-1244",NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000BDF7FBDBAE0389F8F5D1B10832383030",NULL
166,"402906109572401","Whiterocks Fish Hatchery","Spring","Ut40485031099566001","14060003","140600031405",NULL,NULL,"40.48505400","-109.95659700",10,"ft","GPS-Unspecified","NAD83","6161.57000000","ft","Digital Elevation Model","NAVD88","UT","047","","112OTSH","",NULL,"","","No","","","UGS-NGWMN","Yes","Trend","Background","","300COPLTS",NULL,NULL,"UGS sample","",NULL,"1","Unconfined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C0000000100000080C5B8B0A9039C9A8FEEB60808000000",NULL
167,"385630112321701","Well on Squidike Spring (C-21- 6)33cbd- 1","Well","67-385630112321701 (UT385633)","16030008","160300080401",NULL,NULL,"38.94247000","-112.53994100",10,"ft","GPS-Unspecified","NAD83","4665.44000000","ft","Digital Elevation Model","NAVD88","UT","027","Water Supply/Production","110BSLT","Fractured Bedrock","ft","","","Yes","Trend","Background","UGS-NGWMN","Yes","Trend","Background","http://www.waterrights.utah.gov/cblapps/wrprint.exe?wrnum=67-677","N100BSNRGB","87.00000000",NULL,"UGS sample","385630112321701",434641,"1","Confined","0",-1,"67-677",NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000AFB3ABEC98039EF19493AA0830433030",NULL
168,"385822112265201","Irrigation well Flowell","Well","1021.67","16030005","160300051307",NULL,NULL,"38.97272900","-112.44757700",10,"ft","GPS-Unspecified","NAD83","4674.40000000","ft","Digital Elevation Model","NAVD88","UT","027","Irrigation","100VLFL","Unconsolidated Sediment","ft","","","No","","","UGS-NGWMN","No","Trend","Background","","N100BSNRGB","670.00000000",NULL,"UGS sample","",1021,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C0000000100000091A398B9990380F8F7B1AA0808000000",NULL
169,"391852112332601","Domestic well Delta","Well",NULL,"16030005","160300051509",NULL,NULL,"39.31438600","-112.55709400",10,"ft","GPS-Unspecified","NAD83","4614.48000000","ft","Digital Elevation Model","NAVD88","UT","027","Domestic","100VLFL","Unconsolidated Sediment","ft","","","No","","","UGS-NGWMN","No","Trend","Background","","N100BSNRGB","413.00000000",NULL,"UGS sample","",435089,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C000000010000008180F5E498039BB5859DAD0860000000",NULL
170,"382138113014301","South Milford well","Well",NULL,"16030007","160300070310",NULL,NULL,"38.36054000","-113.02865900",10,"ft","GPS-Unspecified","NAD83","4974.45000000","ft","Digital Elevation Model","NAVD88","UT","001","Irrigation","100VLFL","Unconsolidated Sediment","ft","confined","","No","","","UGS-NGWMN","No","Trend","Background","","N100BSNRGB","525.00000000",NULL,"UGS sample","",35682,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000AA9EE1CA9503B09D95B3A50800020000",NULL
171,"382043112402201","Phillips Spring Area","Spring","0","16030007","160300070105",NULL,NULL,"38.34581200","-112.67142600",10,"ft","GPS-Unspecified","NAD83","6050.05000000","ft","Digital Elevation Model","NAVD88","UT","001","","100VLFL","",NULL,"","","No","","","UGS-NGWMN","No","Trend","Background","","N100BSNRGB",NULL,NULL,"UGS sample","382043112402201",NULL,"1","Unconfined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C0000000100000085E593F4970387ADCE9DA50880000000",NULL
172,"383858112082301","Monroe well","Well",NULL,"16030003","160300030303",NULL,NULL,"38.64931800","-112.13940600",10,"ft","GPS-Unspecified","NAD83","5331.49000000","ft","Digital Elevation Model","NAVD88","UT","041","Well-Temporary","110VLFL","Unconsolidated Sediment","ft","confined","","No","","","UGS-NGWMN","No","Trend","Background","","N100BSNRGB","142.50000000",NULL,"UGS sample","",35839,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000B7FAC2B39B0387C586D8A7089503B09D",NULL
173,"375045112250401","Panguitch well","Well","","16030001","160300010502",NULL,NULL,"37.84595100","-112.41769600",10,"ft","GPS-Unspecified","NAD83","6588.89000000","ft","Digital Elevation Model","NAVD88","UT","017","Withdrawal of Water","100VLFL","Unconsolidated Sediment","ft","Water Rights Link","","No","","","UGS-NGWMN","No","Trend","Background","http://www.waterrights.utah.gov/cblapps/wrprint.exe?wrnum=61-2725","N100BSNRGB","160.00000000",NULL,"UGS sample","",429677,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000BEB6C5BF990385C08E89A108D0E76AEB",NULL
174,"370209112274701","(C-43-5)31bba","Well","Ut370209211227477","15010003","150100030502",NULL,NULL,"37.03589300","-112.46319300",10,"ft","GPS-Unspecified","NAD83","5164.00000000","ft","Digital Elevation Model","NAVD88","UT","025","Water Supply/Production","231CHNL","Unknown","ft","Water Rights Link","","No","","","UGS-NGWMN","Yes","Trend","Background","http://www.waterrights.utah.gov/cblapps/wrprint.exe?wrnum=85-1017","300COPLTS","575.00000000",NULL,"UGS sample","",NULL,"1","Confined","0",-1,"85-1017",NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C000000010000009587878C9903A782C9B09A0801000000",NULL
175,"370733112324501","(C-42-6)20dbc","Spring","Ut370731411232451","15010003","150100030107",NULL,NULL,"37.12592600","-112.54590700",10,"ft","GPS-Unspecified","NAD83","5322.76000000","ft","Digital Elevation Model","NAVD88","UT","025",NULL,"227NVJO","Sandstone Bedrock",NULL,"Water Rights Link","","No","","","UGS-NGWMN","Yes","Trend","Background","http://www.waterrights.utah.gov/cblapps/chprint.exe?chnum=a40330","300COPLTS",NULL,NULL,"UGS sample","370732112324101",NULL,"1","Unconfined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000ACFEB8C7980390B8F8909B0800000000",NULL
176,"373419112283201","(C-37-6)24dcc","Spring","ut373419411228321","16030001","160300010301",NULL,NULL,"37.57205000","-112.47557900",10,"ft","GPS-Unspecified","NAD83","7056.17000000","ft","Digital Elevation Model","NAVD88","UT","017",NULL,"124CLAR","",NULL,"Water Rights Link","","No","","","UGS-NGWMN","Yes","Trend","Background","http://www.waterrights.utah.gov/cblapps/chprint.exe?chnum=a38239","300COPLTS",NULL,NULL,"UGS Sample","",NULL,"1","Unconfined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000B5F1B38A990380C284E89E0800000000",NULL
177,"375408111252201","Boulder Mtn Lodge","Well","ut375408311125223 (97-5768)","14070005","140700050209",NULL,NULL,"37.90229900","-111.42285100",10,"ft","GPS-Unspecified","NAD83","6645.26000000","ft","Digital Elevation Model","NAVD88","UT","017","Water Supply/Production","227NVJO","Fractured Bedrock","ft","","","No","","","UGS-NGWMN","No","Trend","Background","","300COPLTS","550.00000000",NULL,"UGS Sample","",5768,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000A2B4C882A003BD88C1BCA10842354631",NULL
178,"380539111205401","Pleasant Creek CG Spring","Spring","ut380539011120543","14070003","140700030406",NULL,NULL,"38.09416400","-111.34840800",10,"ft","GPS-Unspecified","NAD83","8838.28000000","ft","Digital Elevation Model","NAVD88","UT","017","","110ALVM","",NULL,"","","No","","","UGS-NGWMN","No","Trend","Background","","300COPLTS",NULL,NULL,"UGS Sample","",NULL,"1","Unconfined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000A2D9DEC1A0039BA0A287A30880AEB6A2",NULL
179,"382627111383601","Loa Fish Hatchery","Spring","Brian Spring; ut382627611138363","14070003","140700030110",NULL,NULL,"38.44100700","-111.64340700",10,"ft","GPS-Unspecified","NAD83","7154.61000000","ft","Digital Elevation Model","NAVD88","UT","055",NULL,"112ALVM","",NULL,"","","No","","","UGS-NGWMN","Yes","Trend","Background","","300COPLTS",NULL,NULL,"UGS Sample","",NULL,"1","Unconfined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000A2A1CDCD9E03B0FBCDF7A50860000000",NULL
180,"381742111263801","925_W_TORREY","Well","ut381742311126376 (95-429644)","14070003","140700030301",NULL,NULL,"38.29509000","-111.44378500",10,"ft","GPS-Unspecified","NAD83","6805.34000000","ft","Digital Elevation Model","NAVD88","UT","055","Water Supply/Production","230MNKP","Fractured Bedrock","ft","","","No","","","UGS-NGWMN","No","Trend","Background","","300COPLTS","280.00000000",NULL,"UGS Sample","",429644,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000838B80F39F03B69B9CDCA40801000000",NULL
181,"382308110421401","725_N_HANKSVILLE","Well","ut382308511042143 (95-435906)","14070003","140700030606",NULL,NULL,"38.38568800","-110.70398300",10,"ft","GPS-Unspecified","NAD83","4282.91000000","ft","Digital Elevation Model","NAVD88","UT","055","Water Supply/Production","221ENRD","Fractured Bedrock","ft","","","No","","","UGS-NGWMN","No","Trend","Background","","300COPLTS","180.00000000",NULL,"UGS Sample","",435906,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000B081D2DBA40383B5CCBBA50868233401",NULL
182,"383633111405301","Frying Pan Spring","Spring","ut383632511140533","14070003","140700030102",NULL,NULL,"38.60902800","-111.68147300",10,"ft","GPS-Unspecified","NAD83","9131.42000000","ft","Digital Elevation Model","NAVD88","UT","041",NULL,"120VLCC","",NULL,"","","No","","","UGS-NGWMN","Yes","Trend","Background","","300COPLTS",NULL,NULL,"UGS Sample","",NULL,"1","Unconfined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000A4D49EAF9E03B09AD2A9A70868233401",NULL
183,"383130111494201","Oak Spring","Spring","ut383129711149422","16030002","160300020105",NULL,NULL,"38.52492900","-111.82839200",10,"ft","GPS-Unspecified","NAD83","7440.51000000","ft","Digital Elevation Model","NAVD88","UT","041","","120VLCC","",NULL,"","","No","Trend","Background","UGS-NGWMN","Yes","Trend","Background","","300COPLTS",NULL,NULL,"UGS Sample","",NULL,"1","Unconfined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C0000000100000098E8B8B49D0397F3D2D1A60868233401",NULL
184,"413954111113201","Randolph HS","Well","","16010101","160101010605",NULL,NULL,"41.66502300","-111.19127000",10,"ft","GPS-Unspecified","NAD83","6311.81000000","ft","Digital Elevation Model","NAVD88","UT","033","Irrigation","124WSTC","Mixed","ft","","","No","Surveillance","Background","UGS-NGWMN","No","Trend","Background","","N9999OTHER","512.00000000",NULL,"UGS Sample","",29487,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C0000000100000083DC9DCDA103A4E7C1CAC00800000000",NULL
185,"384818114003101","Irrigation well Burbank","Well","UT3848181140031-01","16020301","160203010905",NULL,NULL,"38.80500000","-114.00861100",10,"ft","GPS-Unspecified","NAD83","5414.61000000","ft","Digital Elevation Model","NAVD88","UT","027","Irrigation","100VLFL","","ft","","","No","","","UGS-NGWMN","No","Trend","Background","","N100BSNRGB","45.00000000",NULL,"UGS Sample","",32259,"1","Confined","0",69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C0000000100000099F7C1A98F03ABFEF89FA90832383030",NULL
186,"385625114020801","UT3856251140208-01","Well","Garrison","16020301","160203010906",NULL,NULL,"38.94027800","-114.03555600",10,"ft","GPS-Unspecified","NAD83","5272.96000000","ft","Digital Elevation Model","NAVD88","UT","027","Monitoring","100VLFL","",NULL,"","",NULL,"","","Snake Valley",NULL,"","","","N100BSNRGB",NULL,NULL,"UGS Sample","",NULL,"1",NULL,"0",13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C000000010000008795FB978F03B6DEF1AFAA0808000000",NULL
187,"395717111512301","Goshen Warm Spring 1","Spring","01 Warm Spring 1","16020201","160202010302",NULL,NULL,"39.95464700","-111.85630900",10,"ft","GPS-Unspecified","NAD83","4539.95000000","ft","Digital Elevation Model","NAVD88","UT","049",NULL,"370NUNN","",NULL,"","","No","","","UGS-NGWMN","Yes","Trend","Background","","N400BSNRGC",NULL,NULL,"UGS sample","",NULL,"1","Unconfined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C000000010000008FB2C5AB9D0390FD83BBB20838373935",NULL
188,"3959531115425101","02 Flowing 1","Well","02 Flowing 1","16020201","160202010302",NULL,NULL,"39.99753600","-111.90680200",10,"ft","GPS-Unspecified","NAD83","4510.87000000","ft","Digital Elevation Model","NAVD88","UT","049","Other","100VLFL","Unconsolidated Sediment","ft","Ut div. water rights link to well log","","Yes","Trend","Background","UGS-NGWMN","Yes","Trend","Background","","N100BSNRGB","145.00000000",NULL,"UGS sample","",433125,"1","Confined","0",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000A1CAEF829D038FFCEAE8B20830313030",NULL
